cache_misses,cache_load,cache_miss_ratio(%),dTLB_misses,dTLB_load,dTLB_miss_ratio(%),runtime(ms)
2293.000000,48814.000000,4.70,50.000000,46905.000000,0.11,0.050000
2680.000000,50722.000000,5.28,161.000000,48532.000000,0.33,0.114000
2534.000000,50576.000000,5.01,47.000000,48418.000000,0.10,0.049000
2367.000000,50433.000000,4.69,39.000000,49949.000000,0.08,0.046000
2362.000000,50428.000000,4.68,44.000000,49959.000000,0.09,0.046000
2336.000000,50378.000000,4.64,36.000000,48412.000000,0.07,0.045000
2255.000000,48776.000000,4.62,41.000000,46896.000000,0.09,0.049000
2272.000000,48793.000000,4.66,42.000000,46897.000000,0.09,0.047000
2353.000000,50395.000000,4.67,52.000000,49933.000000,0.10,0.047000
2344.000000,50386.000000,4.65,51.000000,48422.000000,0.11,0.047000
2374.000000,50455.000000,4.71,55.000000,49982.000000,0.11,0.044000
2319.000000,48840.000000,4.75,76.000000,46926.000000,0.16,0.060000
2363.000000,48884.000000,4.83,110.000000,46964.000000,0.23,0.058000
2250.000000,48771.000000,4.61,40.000000,46895.000000,0.09,0.050000
2378.000000,50442.000000,4.71,67.000000,49986.000000,0.13,0.054000
2467.000000,50516.000000,4.88,90.000000,48473.000000,0.19,0.054000
2439.000000,50503.000000,4.83,69.000000,49989.000000,0.14,0.048000
2482.000000,50547.000000,4.91,103.000000,48497.000000,0.21,0.053000
2474.000000,50538.000000,4.90,107.000000,50027.000000,0.21,0.053000
2401.000000,48922.000000,4.91,140.000000,46989.000000,0.30,0.065000
2467.000000,48988.000000,5.04,153.000000,47008.000000,0.33,0.057000
2616.000000,50681.000000,5.16,228.000000,48627.000000,0.47,0.058000
2431.000000,50497.000000,4.81,78.000000,48469.000000,0.16,0.050000
2397.000000,48918.000000,4.90,116.000000,46955.000000,0.25,0.058000
2512.000000,50554.000000,4.97,140.000000,48516.000000,0.29,0.055000
2680.000000,50744.000000,5.28,295.000000,50214.000000,0.59,0.062000
2359.000000,48880.000000,4.83,96.000000,46951.000000,0.20,0.053000
2537.000000,50603.000000,5.01,144.000000,48515.000000,0.30,0.052000
2432.000000,48953.000000,4.97,182.000000,47028.000000,0.39,0.058000
2546.000000,50613.000000,5.03,166.000000,48540.000000,0.34,0.051000
2421.000000,48942.000000,4.95,132.000000,46985.000000,0.28,0.051000
2611.000000,50659.000000,5.15,246.000000,48628.000000,0.51,0.058000
2452.000000,50500.000000,4.86,87.000000,49983.000000,0.17,0.050000
2415.000000,50479.000000,4.78,58.000000,48447.000000,0.12,0.052000
2242.000000,48763.000000,4.60,24.000000,46879.000000,0.05,0.045000
2429.000000,50493.000000,4.81,82.000000,48474.000000,0.17,0.050000
2226.000000,48747.000000,4.57,22.000000,46848.000000,0.05,0.048000
2406.000000,48927.000000,4.92,114.000000,46964.000000,0.24,0.048000
2252.000000,48773.000000,4.62,26.000000,46879.000000,0.06,0.080000
2352.000000,48873.000000,4.81,102.000000,46957.000000,0.22,0.054000
2348.000000,50390.000000,4.66,51.000000,48427.000000,0.11,0.044000
2366.000000,50409.000000,4.69,45.000000,48411.000000,0.09,0.051000
2792.000000,50858.000000,5.49,247.000000,50171.000000,0.49,0.093000
2277.000000,48798.000000,4.67,54.000000,46904.000000,0.12,0.069000
2360.000000,50427.000000,4.68,44.000000,49966.000000,0.09,0.050000
2453.000000,50501.000000,4.86,104.000000,48487.000000,0.21,0.061000
2354.000000,50420.000000,4.67,39.000000,48433.000000,0.08,0.044000
2307.000000,48828.000000,4.72,62.000000,46917.000000,0.13,0.051000
2487.000000,50529.000000,4.92,108.000000,48484.000000,0.22,0.074000
2401.000000,50468.000000,4.76,65.000000,48467.000000,0.13,0.053000
2333.000000,50375.000000,4.63,35.000000,48410.000000,0.07,0.047000
2295.000000,48816.000000,4.70,49.000000,46904.000000,0.10,0.044000
2280.000000,48801.000000,4.67,43.000000,46898.000000,0.09,0.042000
2269.000000,48790.000000,4.65,47.000000,46902.000000,0.10,0.053000
2346.000000,48867.000000,4.80,61.000000,46916.000000,0.13,0.108000
2319.000000,48840.000000,4.75,69.000000,46918.000000,0.15,0.052000
2242.000000,48763.000000,4.60,24.000000,46879.000000,0.05,0.042000
2390.000000,50457.000000,4.74,52.000000,48453.000000,0.11,0.050000
2329.000000,50371.000000,4.62,33.000000,48409.000000,0.07,0.049000
2247.000000,48768.000000,4.61,35.000000,46891.000000,0.07,0.050000
2269.000000,48790.000000,4.65,32.000000,46887.000000,0.07,0.050000
2304.000000,48825.000000,4.72,61.000000,46915.000000,0.13,0.051000
2377.000000,50424.000000,4.71,45.000000,48426.000000,0.09,0.053000
2433.000000,50475.000000,4.82,81.000000,48457.000000,0.17,0.058000
2328.000000,48849.000000,4.77,73.000000,46926.000000,0.16,0.057000
2488.000000,49009.000000,5.08,262.000000,47116.000000,0.56,0.065000
2357.000000,50399.000000,4.68,47.000000,48422.000000,0.10,0.057000
2307.000000,48828.000000,4.72,44.000000,46893.000000,0.09,0.050000
2393.000000,50435.000000,4.74,62.000000,48427.000000,0.13,0.053000
2594.000000,50658.000000,5.12,143.000000,48536.000000,0.29,0.072000
2674.000000,50721.000000,5.27,270.000000,48655.000000,0.55,0.064000
2438.000000,48959.000000,4.98,140.000000,46990.000000,0.30,0.062000
2646.000000,50711.000000,5.22,246.000000,48634.000000,0.51,0.058000
2409.000000,50475.000000,4.77,52.000000,49973.000000,0.10,0.054000
2262.000000,48783.000000,4.64,39.000000,46894.000000,0.08,0.048000
2469.000000,48990.000000,5.04,157.000000,47011.000000,0.33,0.057000
2301.000000,48822.000000,4.71,53.000000,46907.000000,0.11,0.051000
2401.000000,50467.000000,4.76,44.000000,48444.000000,0.09,0.049000
2638.000000,50702.000000,5.20,190.000000,48588.000000,0.39,0.057000
2451.000000,50515.000000,4.85,70.000000,49978.000000,0.14,0.054000
2352.000000,48873.000000,4.81,94.000000,46950.000000,0.20,0.055000
2959.000000,51024.000000,5.80,320.000000,50228.000000,0.64,0.106000
2595.000000,50660.000000,5.12,175.000000,50079.000000,0.35,0.058000
2585.000000,50650.000000,5.10,170.000000,50089.000000,0.34,0.056000
2607.000000,50673.000000,5.14,192.000000,50113.000000,0.38,0.062000
2607.000000,50674.000000,5.14,193.000000,50114.000000,0.39,0.060000
2614.000000,50680.000000,5.16,163.000000,48562.000000,0.34,0.059000
2631.000000,50698.000000,5.19,181.000000,50103.000000,0.36,0.059000
2514.000000,49035.000000,5.13,175.000000,47021.000000,0.37,0.116000
2647.000000,50712.000000,5.22,219.000000,50111.000000,0.44,0.060000
2490.000000,49011.000000,5.08,178.000000,47032.000000,0.38,0.051000
2523.000000,50565.000000,4.99,139.000000,50036.000000,0.28,0.059000
2578.000000,50627.000000,5.09,183.000000,48566.000000,0.38,0.064000
2468.000000,48989.000000,5.04,144.000000,46993.000000,0.31,0.055000
2610.000000,50677.000000,5.15,188.000000,48580.000000,0.39,0.060000
2537.000000,50579.000000,5.02,158.000000,48533.000000,0.33,0.056000
2412.000000,48933.000000,4.93,114.000000,46964.000000,0.24,0.060000
2290.000000,48811.000000,4.69,53.000000,46908.000000,0.11,0.055000
2544.000000,50610.000000,5.03,137.000000,48537.000000,0.28,0.065000
2435.000000,50499.000000,4.82,75.000000,49983.000000,0.15,0.054000
2323.000000,48844.000000,4.76,70.000000,46925.000000,0.15,0.053000
2424.000000,50488.000000,4.80,69.000000,48468.000000,0.14,0.052000
2538.000000,50603.000000,5.02,130.000000,50034.000000,0.26,0.055000
2510.000000,50557.000000,4.96,119.000000,48499.000000,0.25,0.055000
2523.000000,50591.000000,4.99,102.000000,50024.000000,0.20,0.056000
2301.000000,48822.000000,4.71,57.000000,46913.000000,0.12,0.044000
2490.000000,50555.000000,4.93,103.000000,48491.000000,0.21,0.050000
2355.000000,48876.000000,4.82,93.000000,46947.000000,0.20,0.062000
2459.000000,50501.000000,4.87,91.000000,48468.000000,0.19,0.052000
2503.000000,50570.000000,4.95,109.000000,48510.000000,0.22,0.055000
2489.000000,50554.000000,4.92,100.000000,50014.000000,0.20,0.053000
2559.000000,50626.000000,5.05,158.000000,50079.000000,0.32,0.049000
2471.000000,50513.000000,4.89,115.000000,48490.000000,0.24,0.046000
2421.000000,50487.000000,4.80,61.000000,48461.000000,0.13,0.055000
2459.000000,50501.000000,4.87,94.000000,49972.000000,0.19,0.084000
2464.000000,50507.000000,4.88,91.000000,49994.000000,0.18,0.053000
2558.000000,50625.000000,5.05,97.000000,48497.000000,0.20,0.047000
2320.000000,48841.000000,4.75,67.000000,46922.000000,0.14,0.050000
2420.000000,50462.000000,4.80,74.000000,48450.000000,0.15,0.055000
2422.000000,50489.000000,4.80,72.000000,48473.000000,0.15,0.052000
2483.000000,49004.000000,5.07,191.000000,47046.000000,0.41,0.060000
2534.000000,50577.000000,5.01,128.000000,50021.000000,0.26,0.053000
2482.000000,50546.000000,4.91,103.000000,48495.000000,0.21,0.046000
2492.000000,50558.000000,4.93,98.000000,48489.000000,0.20,0.050000
2370.000000,48891.000000,4.85,91.000000,46935.000000,0.19,0.062000
2467.000000,50509.000000,4.88,78.000000,48448.000000,0.16,0.059000
2381.000000,48902.000000,4.87,117.000000,46961.000000,0.25,0.053000
2360.000000,48881.000000,4.83,85.000000,46940.000000,0.18,0.055000
2469.000000,50534.000000,4.89,83.000000,48482.000000,0.17,0.055000
2474.000000,50538.000000,4.90,97.000000,50005.000000,0.19,0.047000
2471.000000,50538.000000,4.89,104.000000,50026.000000,0.21,0.058000
2439.000000,48960.000000,4.98,126.000000,46985.000000,0.27,0.139000
2663.000000,50710.000000,5.25,210.000000,48591.000000,0.43,0.072000
2573.000000,50639.000000,5.08,156.000000,50083.000000,0.31,0.049000
2472.000000,50514.000000,4.89,108.000000,49994.000000,0.22,0.055000
2589.000000,50633.000000,5.11,131.000000,48510.000000,0.27,0.070000
2437.000000,48958.000000,4.98,129.000000,46984.000000,0.27,0.062000
2503.000000,50568.000000,4.95,111.000000,48505.000000,0.23,0.052000
2401.000000,50466.000000,4.76,65.000000,49985.000000,0.13,0.047000
2498.000000,50564.000000,4.94,104.000000,48495.000000,0.21,0.051000
2344.000000,48861.000000,4.80,84.000000,46939.000000,0.18,0.047000
2537.000000,50581.000000,5.02,145.000000,48523.000000,0.30,0.054000
2530.000000,50572.000000,5.00,136.000000,48499.000000,0.28,0.080000
2466.000000,50524.000000,4.88,89.000000,50000.000000,0.18,0.054000
2486.000000,50528.000000,4.92,101.000000,49969.000000,0.20,0.047000
2493.000000,50559.000000,4.93,106.000000,50018.000000,0.21,0.045000
2542.000000,50590.000000,5.02,133.000000,48515.000000,0.27,0.054000
2362.000000,48883.000000,4.83,98.000000,46952.000000,0.21,0.055000
2416.000000,50458.000000,4.79,64.000000,48440.000000,0.13,0.054000
2521.000000,50586.000000,4.98,116.000000,50031.000000,0.23,0.051000
2503.000000,50567.000000,4.95,110.000000,48503.000000,0.23,0.054000
2504.000000,50551.000000,4.95,119.000000,48494.000000,0.25,0.096000
2926.000000,50968.000000,5.74,481.000000,48851.000000,0.98,0.094000
2629.000000,50695.000000,5.19,190.000000,50111.000000,0.38,0.062000
2548.000000,50615.000000,5.03,137.000000,50059.000000,0.27,0.055000
4849.000000,70194.000000,6.91,760.000000,66420.000000,1.14,0.196000
2214.000000,48735.000000,4.54,47.000000,46906.000000,0.10,0.047000
2497.000000,50562.000000,4.94,105.000000,48491.000000,0.22,0.054000
2495.000000,50560.000000,4.93,112.000000,50033.000000,0.22,0.055000
2457.000000,50499.000000,4.87,90.000000,48466.000000,0.19,0.052000
2510.000000,50552.000000,4.97,138.000000,50036.000000,0.28,0.057000
2393.000000,48914.000000,4.89,88.000000,46943.000000,0.19,0.052000
2366.000000,48887.000000,4.84,90.000000,46934.000000,0.19,0.052000
2654.000000,49175.000000,5.40,257.000000,47111.000000,0.55,0.072000
2630.000000,50697.000000,5.19,192.000000,50114.000000,0.38,0.067000
2502.000000,50544.000000,4.95,100.000000,48476.000000,0.21,0.055000
2703.000000,50767.000000,5.32,244.000000,50157.000000,0.49,0.061000
2783.000000,50825.000000,5.48,318.000000,48688.000000,0.65,0.076000
2513.000000,50577.000000,4.97,114.000000,48511.000000,0.23,0.059000
2475.000000,48996.000000,5.05,142.000000,46997.000000,0.30,0.062000
2721.000000,50787.000000,5.36,255.000000,48655.000000,0.52,0.060000
2460.000000,50525.000000,4.87,72.000000,48462.000000,0.15,0.054000
2719.000000,50761.000000,5.36,267.000000,48643.000000,0.55,0.058000
2711.000000,50776.000000,5.34,242.000000,50161.000000,0.48,0.061000
2614.000000,50662.000000,5.16,180.000000,50089.000000,0.36,0.050000
2469.000000,50511.000000,4.89,101.000000,48477.000000,0.21,0.050000
2445.000000,48966.000000,4.99,126.000000,46981.000000,0.27,0.053000
2519.000000,50584.000000,4.98,110.000000,50014.000000,0.22,0.053000
2523.000000,50565.000000,4.99,128.000000,48504.000000,0.26,0.059000
2436.000000,48957.000000,4.98,128.000000,46982.000000,0.27,0.060000
2517.000000,50559.000000,4.98,124.000000,50021.000000,0.25,0.057000
2482.000000,50547.000000,4.91,89.000000,48487.000000,0.18,0.052000
2608.000000,50650.000000,5.15,184.000000,50081.000000,0.37,0.062000
2437.000000,48958.000000,4.98,117.000000,46972.000000,0.25,0.062000
2574.000000,50639.000000,5.08,140.000000,48539.000000,0.29,0.056000
2774.000000,50840.000000,5.46,180.000000,48581.000000,0.37,0.063000
2416.000000,48937.000000,4.94,111.000000,46966.000000,0.24,0.050000
2420.000000,48937.000000,4.95,116.000000,46971.000000,0.25,0.058000
2444.000000,50492.000000,4.84,86.000000,49995.000000,0.17,0.059000
2426.000000,50493.000000,4.80,73.000000,49990.000000,0.15,0.049000
2456.000000,48977.000000,5.01,153.000000,47007.000000,0.33,0.056000
2513.000000,50580.000000,4.97,118.000000,48520.000000,0.24,0.052000
2372.000000,48893.000000,4.85,87.000000,46945.000000,0.19,0.054000
2522.000000,50564.000000,4.99,113.000000,50014.000000,0.23,0.059000
2654.000000,50719.000000,5.23,198.000000,50117.000000,0.40,0.055000
2500.000000,50567.000000,4.94,84.000000,48485.000000,0.17,0.059000
2565.000000,50629.000000,5.07,129.000000,48528.000000,0.27,0.052000
2508.000000,50546.000000,4.96,133.000000,48504.000000,0.27,0.056000
2621.000000,50685.000000,5.17,200.000000,48598.000000,0.41,0.082000
2624.000000,50689.000000,5.18,124.000000,50045.000000,0.25,0.059000
2545.000000,50609.000000,5.03,119.000000,48504.000000,0.25,0.056000
2415.000000,48936.000000,4.94,103.000000,46947.000000,0.22,0.059000
2571.000000,50619.000000,5.08,169.000000,48550.000000,0.35,0.063000
2381.000000,48902.000000,4.87,85.000000,46940.000000,0.18,0.076000
2654.000000,50719.000000,5.23,210.000000,48613.000000,0.43,0.053000
2370.000000,50412.000000,4.70,93.000000,49961.000000,0.19,0.050000
2377.000000,48898.000000,4.86,81.000000,46935.000000,0.17,0.056000
2540.000000,50582.000000,5.02,131.000000,48506.000000,0.27,0.098000
2513.000000,50594.000000,4.97,118.000000,50041.000000,0.24,0.060000
2333.000000,50400.000000,4.63,50.000000,49972.000000,0.10,0.051000
2615.000000,50682.000000,5.16,186.000000,48587.000000,0.38,0.059000
2483.000000,50550.000000,4.91,115.000000,50032.000000,0.23,0.055000
2591.000000,50653.000000,5.12,162.000000,48561.000000,0.33,0.059000
2341.000000,50407.000000,4.64,37.000000,48437.000000,0.08,0.053000
2649.000000,50691.000000,5.23,193.000000,48569.000000,0.40,0.061000
2681.000000,50748.000000,5.28,244.000000,50150.000000,0.49,0.054000
2738.000000,50803.000000,5.39,281.000000,48679.000000,0.58,0.069000
2601.000000,50667.000000,5.13,171.000000,48575.000000,0.35,0.066000
2391.000000,48912.000000,4.89,91.000000,46947.000000,0.19,0.055000
2625.000000,50690.000000,5.18,140.000000,48530.000000,0.29,0.070000
2464.000000,50512.000000,4.88,93.000000,50003.000000,0.19,0.054000
2559.000000,50601.000000,5.06,153.000000,50049.000000,0.31,0.058000
2679.000000,50721.000000,5.28,229.000000,50125.000000,0.46,0.064000
2521.000000,49042.000000,5.14,193.000000,47043.000000,0.41,0.063000
2596.000000,50661.000000,5.12,180.000000,48579.000000,0.37,0.055000
2573.000000,50638.000000,5.08,184.000000,48574.000000,0.38,0.051000
2808.000000,50872.000000,5.52,391.000000,48784.000000,0.80,0.065000
2845.000000,49366.000000,5.76,565.000000,47420.000000,1.19,0.066000
2543.000000,49064.000000,5.18,237.000000,47092.000000,0.50,0.059000
2457.000000,50521.000000,4.86,92.000000,50000.000000,0.18,0.058000
2569.000000,50617.000000,5.08,166.000000,48547.000000,0.34,0.051000
2503.000000,49024.000000,5.11,158.000000,47012.000000,0.34,0.068000
2616.000000,50681.000000,5.16,162.000000,48559.000000,0.33,0.059000
2382.000000,50447.000000,4.72,57.000000,49976.000000,0.11,0.055000
2575.000000,50641.000000,5.08,142.000000,48542.000000,0.29,0.075000
2592.000000,49113.000000,5.28,225.000000,47081.000000,0.48,0.068000
2750.000000,50792.000000,5.41,168.000000,48545.000000,0.35,0.117000
2359.000000,48880.000000,4.83,111.000000,46965.000000,0.24,0.054000
2601.000000,50665.000000,5.13,177.000000,50095.000000,0.35,0.072000
2588.000000,50652.000000,5.11,135.000000,50054.000000,0.27,0.053000
2926.000000,50991.000000,5.74,416.000000,48814.000000,0.85,0.094000
2781.000000,50823.000000,5.47,296.000000,50187.000000,0.59,0.063000
2680.000000,50722.000000,5.28,214.000000,50110.000000,0.43,0.060000
2609.000000,50653.000000,5.15,184.000000,48546.000000,0.38,0.055000
2390.000000,50432.000000,4.74,95.000000,49999.000000,0.19,0.051000
2712.000000,50755.000000,5.34,235.000000,48612.000000,0.48,0.063000
2817.000000,50883.000000,5.54,285.000000,48685.000000,0.59,0.063000
2425.000000,50492.000000,4.80,91.000000,48491.000000,0.19,0.053000
2442.000000,48963.000000,4.99,125.000000,46980.000000,0.27,0.058000
2644.000000,50693.000000,5.22,200.000000,50105.000000,0.40,0.060000
2511.000000,50576.000000,4.96,190.000000,48589.000000,0.39,0.059000
2649.000000,50715.000000,5.22,193.000000,48591.000000,0.40,0.061000
2703.000000,50767.000000,5.32,214.000000,50134.000000,0.43,0.062000
2371.000000,50436.000000,4.70,62.000000,48461.000000,0.13,0.052000
2544.000000,50593.000000,5.03,148.000000,48531.000000,0.30,0.060000
2666.000000,50731.000000,5.26,208.000000,48598.000000,0.43,0.061000
2503.000000,49024.000000,5.11,153.000000,47007.000000,0.33,0.059000
2439.000000,50521.000000,4.83,140.000000,50077.000000,0.28,0.052000
2274.000000,48793.000000,4.66,74.000000,46923.000000,0.16,0.050000
2389.000000,50431.000000,4.74,110.000000,50001.000000,0.22,0.051000
3580.000000,51622.000000,6.94,612.000000,48970.000000,1.25,0.120000
2501.000000,49022.000000,5.10,188.000000,47042.000000,0.40,0.060000
2488.000000,50553.000000,4.92,98.000000,50023.000000,0.20,0.058000
2545.000000,50589.000000,5.03,109.000000,48481.000000,0.22,0.054000
2744.000000,49265.000000,5.57,461.000000,47315.000000,0.97,0.065000
2497.000000,49018.000000,5.09,157.000000,47011.000000,0.33,0.058000
2570.000000,50636.000000,5.08,146.000000,50056.000000,0.29,0.058000
2410.000000,48931.000000,4.93,259.000000,47112.000000,0.55,0.056000
2560.000000,50603.000000,5.06,157.000000,50061.000000,0.31,0.059000
2619.000000,50662.000000,5.17,193.000000,50090.000000,0.39,0.059000
2653.000000,50719.000000,5.23,196.000000,50118.000000,0.39,0.061000
2582.000000,50642.000000,5.10,170.000000,48563.000000,0.35,0.053000
2507.000000,50572.000000,4.96,258.000000,50178.000000,0.51,0.058000
2380.000000,50422.000000,4.72,33.000000,48410.000000,0.07,0.052000
2362.000000,50428.000000,4.68,66.000000,48460.000000,0.14,0.051000
2785.000000,50851.000000,5.48,263.000000,48663.000000,0.54,0.060000
2272.000000,48793.000000,4.66,47.000000,46891.000000,0.10,0.051000
2678.000000,50743.000000,5.28,210.000000,48607.000000,0.43,0.062000
2801.000000,50867.000000,5.51,293.000000,50201.000000,0.58,0.058000
2616.000000,50681.000000,5.16,177.000000,48576.000000,0.36,0.059000
2613.000000,50660.000000,5.16,154.000000,48530.000000,0.32,0.057000
2693.000000,50757.000000,5.31,218.000000,48610.000000,0.45,0.056000
2665.000000,50730.000000,5.25,183.000000,50103.000000,0.37,0.059000
2762.000000,50810.000000,5.44,261.000000,48643.000000,0.54,0.070000
2745.000000,50787.000000,5.40,248.000000,48611.000000,0.51,0.059000
2693.000000,50757.000000,5.31,217.000000,48604.000000,0.45,0.059000
2594.000000,50660.000000,5.12,150.000000,50066.000000,0.30,0.094000
2401.000000,50467.000000,4.76,82.000000,48483.000000,0.17,0.052000
3091.000000,51134.000000,6.04,337.000000,50205.000000,0.67,0.136000
2423.000000,50489.000000,4.80,122.000000,50042.000000,0.24,0.057000
2638.000000,50703.000000,5.20,172.000000,48570.000000,0.35,0.061000
2747.000000,50811.000000,5.41,256.000000,50176.000000,0.51,0.061000
2386.000000,50451.000000,4.73,105.000000,48504.000000,0.22,0.051000
2407.000000,50449.000000,4.77,126.000000,50023.000000,0.25,0.053000
2737.000000,50802.000000,5.39,245.000000,48644.000000,0.50,0.061000
2511.000000,49032.000000,5.12,178.000000,47033.000000,0.38,0.061000
2297.000000,48818.000000,4.71,92.000000,46945.000000,0.20,0.054000
3202.000000,51244.000000,6.25,389.000000,48756.000000,0.80,0.268000
2549.000000,50615.000000,5.04,199.000000,48594.000000,0.41,0.058000
2689.000000,50731.000000,5.30,214.000000,48574.000000,0.44,0.063000
2412.000000,50477.000000,4.78,139.000000,48537.000000,0.29,0.052000
2571.000000,50635.000000,5.08,206.000000,48603.000000,0.42,0.059000
2812.000000,50879.000000,5.53,214.000000,48614.000000,0.44,0.064000
2437.000000,50502.000000,4.83,98.000000,50018.000000,0.20,0.052000
2642.000000,50707.000000,5.21,189.000000,48582.000000,0.39,0.057000
2481.000000,50548.000000,4.91,125.000000,48515.000000,0.26,0.055000
2321.000000,48842.000000,4.75,139.000000,46994.000000,0.30,0.056000
2812.000000,50878.000000,5.53,318.000000,50239.000000,0.63,0.065000
2569.000000,49090.000000,5.23,197.000000,47047.000000,0.42,0.060000
2723.000000,50787.000000,5.36,250.000000,48648.000000,0.51,0.052000
2541.000000,50606.000000,5.02,340.000000,48726.000000,0.70,0.080000
2596.000000,50662.000000,5.12,146.000000,48537.000000,0.30,0.061000
2375.000000,50419.000000,4.71,105.000000,48483.000000,0.22,0.105000
2392.000000,48913.000000,4.89,161.000000,46997.000000,0.34,0.054000
2572.000000,49093.000000,5.24,193.000000,47048.000000,0.41,0.058000
2431.000000,50473.000000,4.82,203.000000,48579.000000,0.42,0.060000
2444.000000,50510.000000,4.84,65.000000,48465.000000,0.13,0.052000
2414.000000,48935.000000,4.93,198.000000,47051.000000,0.42,0.057000
2526.000000,49047.000000,5.15,141.000000,46996.000000,0.30,0.060000
2433.000000,50498.000000,4.82,131.000000,50057.000000,0.26,0.051000
2721.000000,50763.000000,5.36,209.000000,48574.000000,0.43,0.103000
2655.000000,49176.000000,5.40,268.000000,47123.000000,0.57,0.063000
2427.000000,48948.000000,4.96,153.000000,46993.000000,0.33,0.054000
2426.000000,50468.000000,4.81,111.000000,48487.000000,0.23,0.049000
2814.000000,50878.000000,5.53,248.000000,50166.000000,0.49,0.074000
2884.000000,51447.000000,5.61,209.000000,49105.000000,0.43,0.105000
2696.000000,50761.000000,5.31,227.000000,48626.000000,0.47,0.061000
2537.000000,50604.000000,5.01,105.000000,50026.000000,0.21,0.057000
2714.000000,50780.000000,5.34,242.000000,50164.000000,0.48,0.053000
2711.000000,49232.000000,5.51,303.000000,47153.000000,0.64,0.064000
2453.000000,50495.000000,4.86,136.000000,48512.000000,0.28,0.056000
2591.000000,49112.000000,5.28,197.000000,47043.000000,0.42,0.059000
2390.000000,50455.000000,4.74,112.000000,48512.000000,0.23,0.052000
2878.000000,50942.000000,5.65,350.000000,50269.000000,0.70,0.058000
2696.000000,50761.000000,5.31,191.000000,48590.000000,0.39,0.100000
2711.000000,50777.000000,5.34,210.000000,50131.000000,0.42,0.058000
2365.000000,48886.000000,4.84,104.000000,46959.000000,0.22,0.055000
2669.000000,49190.000000,5.43,238.000000,47094.000000,0.51,0.058000
2678.000000,49199.000000,5.44,267.000000,47122.000000,0.57,0.056000
2722.000000,50805.000000,5.36,245.000000,50174.000000,0.49,0.062000
2388.000000,48909.000000,4.88,213.000000,47067.000000,0.45,0.054000
2659.000000,50708.000000,5.24,190.000000,50101.000000,0.38,0.066000
2322.000000,48843.000000,4.75,90.000000,46929.000000,0.19,0.052000
2759.000000,50806.000000,5.43,274.000000,48653.000000,0.56,0.073000
2812.000000,50859.000000,5.53,319.000000,48701.000000,0.66,0.060000
2692.000000,50758.000000,5.30,217.000000,48617.000000,0.45,0.054000
2454.000000,50520.000000,4.86,137.000000,48536.000000,0.28,0.055000
2497.000000,50564.000000,4.94,164.000000,48556.000000,0.34,0.054000
2397.000000,48918.000000,4.90,145.000000,46995.000000,0.31,0.056000
2483.000000,50549.000000,4.91,117.000000,50039.000000,0.23,0.056000
2695.000000,49216.000000,5.48,270.000000,47124.000000,0.57,0.056000
2757.000000,50799.000000,5.43,269.000000,48645.000000,0.55,0.059000
2723.000000,49244.000000,5.53,287.000000,47143.000000,0.61,0.062000
2689.000000,50731.000000,5.30,202.000000,48578.000000,0.42,0.056000
2754.000000,50796.000000,5.42,258.000000,48629.000000,0.53,0.061000
2709.000000,50774.000000,5.34,214.000000,48613.000000,0.44,0.060000
2595.000000,50637.000000,5.12,276.000000,48651.000000,0.57,0.059000
2417.000000,48938.000000,4.94,166.000000,47006.000000,0.35,0.053000
2475.000000,50517.000000,4.90,166.000000,48543.000000,0.34,0.049000
2781.000000,50847.000000,5.47,260.000000,50176.000000,0.52,0.062000
2418.000000,50462.000000,4.79,121.000000,48499.000000,0.25,0.050000
2799.000000,50841.000000,5.51,302.000000,48677.000000,0.62,0.066000
2887.000000,50951.000000,5.67,339.000000,48736.000000,0.70,0.063000
2665.000000,50732.000000,5.25,145.000000,50038.000000,0.29,0.055000
2862.000000,50927.000000,5.62,356.000000,50276.000000,0.71,0.061000
2846.000000,50888.000000,5.59,360.000000,48737.000000,0.74,0.068000
2422.000000,48943.000000,4.95,207.000000,47061.000000,0.44,0.057000
2657.000000,49178.000000,5.40,235.000000,47091.000000,0.50,0.058000
2675.000000,50742.000000,5.27,185.000000,48577.000000,0.38,0.061000
2450.000000,50516.000000,4.85,112.000000,50033.000000,0.22,0.054000
3001.000000,51067.000000,5.88,353.000000,48748.000000,0.72,0.126000
2508.000000,49029.000000,5.12,245.000000,47099.000000,0.52,0.058000
2558.000000,50600.000000,5.06,217.000000,50119.000000,0.43,0.059000
2934.000000,50976.000000,5.76,311.000000,48681.000000,0.64,0.066000
2596.000000,50638.000000,5.13,358.000000,48733.000000,0.73,0.067000
2449.000000,48970.000000,5.00,180.000000,47035.000000,0.38,0.057000
2596.000000,50661.000000,5.12,253.000000,50167.000000,0.50,0.055000
2557.000000,50622.000000,5.05,131.000000,50051.000000,0.26,0.058000
2402.000000,48923.000000,4.91,123.000000,46976.000000,0.26,0.053000
2630.000000,50697.000000,5.19,410.000000,48800.000000,0.84,0.094000
2709.000000,49230.000000,5.50,300.000000,47155.000000,0.64,0.066000
2873.000000,50917.000000,5.64,352.000000,48734.000000,0.72,0.061000
2729.000000,50771.000000,5.38,258.000000,48629.000000,0.53,0.059000
2732.000000,50774.000000,5.38,257.000000,50148.000000,0.51,0.055000
2498.000000,50540.000000,4.94,211.000000,50109.000000,0.42,0.056000
2484.000000,50526.000000,4.92,140.000000,48516.000000,0.29,0.053000
2378.000000,48899.000000,4.86,178.000000,47017.000000,0.38,0.053000
